Retailer,Brand,Segment,Gender,Category,Product Types,Details,Normalized Color,Color Option Name,Activewear,Pattern,Full Price ($),SKUs Available,Season,Description,Care information,Sizes,Return-Risk Probability
Primark - non-transactional site (US),Primark,Value,Unisex kids,All in ones,,"Short Sleeve, 5-Pack, Apparel, Sleeves, Fabrication, Multi-Packs",White,White,Non-activewear,Conversational,9.00,10/10,ss25,"5 short sleeve bodysuits with snaps
Bodysuits and Tanks Sleeve Length: Short sleeve
Closure: Snap
Print: Solid Color","Do not bleach
Do not dry clean
Do not tumble dry
Iron on the reverse
Max temperature 85F/30C
Wash before first use
Wash similar colors together
Warm iron
Wash inside out.; Do not dry-clean; Maximum Temperature 40*C; Wash before first use; Wash similar colors together; Wash Inside Out; Tumble dry at lower temperature setting; Warm Iron; Do not iron trim; Iron on the reverse
: 100% Cotton Fire
Safety: WARNING! Keep away from","9-12M, 10lbs, 7.5lbs, 6-9M, 0-3M, 12-18M, 24-36M, 3-6M, 5lbs, 18-24M",
Primark - non-transactional site (US),Primark,Value,Unisex kids,All in ones,,"Short Sleeve, 5-Pack, Apparel, Sleeves, Fabrication, Multi-Packs",Blue,Blue,Non-activewear,Plain,9.50,9/9,ss25,"Essential short sleeve bodysuits in soft blue and white shades
Bodysuits and Tanks Sleeve Length: Short sleeve
Closure: Snap
Print: Solid Color","Do not dry-clean; Do not bleach; Wash before first use; Wash similar colors together; Maximum Temperature 30*C; Wash Inside Out; Tumble dry at lower temperature setting; Warm Iron
: 100% Cotton Fire
Safety: WARNING! Keep away from","6-9M, 3-6M, 12-18M, 18-24M, 0-3M, 7.5lbs, 24-36M, 9-12M, 10lbs",
Primark - non-transactional site (US),Primark,Value,Unisex kids,All in ones,,"5-Pack, Apparel, Sleeves, Fabrication, Sleeveless, Multi-Packs",White,White,Non-activewear,Plain,9.00,9/9,ss25,"5 strappy bodysuits for your sweet newborn
Bodysuits and Tanks Sleeve Length: Sleeveless
Closure: Snap
Print: Solid Color","Do not bleach
Do not dry clean
Do not tumble dry
Wash before first use
Wash similar colors together
Max temperature 85F/30C
Cool iron
Reshape whilst damp.; Do not dry-clean; Maximum Temperature 40*C; Wash before first use; Wash similar colors together; Tumble dry at lower temperature setting; Warm Iron
: 100% Cotton Fire
Safety: WARNING! Keep away from","10lbs, 0-3M, 9-12M, 12-18M, 5lbs, 6-9M, 18-24M, 3-6M, 7.5lbs",
Primark - non-transactional site (US),Primark,Value,Unisex kids,All in ones,,"Short Sleeve, 7-Pack, Apparel, Sleeves, Fabrication, Multi-Packs",Pink,Pink,Non-activewear,Graphics,13.00,9/9,ss25,"Seven short sleeve baby bodysuits with envelope shoulders and snaps
Bodysuits and Tanks Sleeve Length: Short sleeve
Closure: Snap
Print: Print","Do not bleach; Do not dry-clean; Maximum Temperature 30*C; Wash before first use; Wash similar colors together; Wash Inside Out; Tumble dry at lower temperature setting; Warm Iron
: 100% Cotton Fire
Safety: WARNING! Keep away from","9-12M, 7.5lbs, 0-3M, 3-6M, 6-9M, 10lbs, 24-36M, 18-24M, 12-18M",
Primark - non-transactional site (US),Primark,Value,Boys,Bottoms,Sweatpants,"Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Blue,Blue,Non-activewear,Plain,5.00,7/7,ss25,"Everyday essentials: soft, stretch waist cotton blend joggers
Pants and Leggings Closure: Drawstring
Print: Solid Color","Cool iron
Do not bleach
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Wash in mesh bag.; Do not bleach
Iron on the reverse
Max temperature 85F/30C
Wash before first use
Warm iron
Wash inside out.; Do not dry-clean; Do not tumble dry
Do not dry-clean
Wash in mesh bag
Wash inside out
Iron on the reverse.; Maximum Temperature 40*C; Wash before first use; Wash similar colors together
: 60% Cotton 40% Polyester Fire
Safety: WARNING! Keep away from","12-18M, 6-9M, 3-6M, 0-3M, 18-24M, 24-36M, 9-12M",
Primark - non-transactional site (US),Primark,Value,Unisex kids,All in ones,,"Short Sleeve, 7-Pack, Apparel, Sleeves, Fabrication, Multi-Packs",Blue,Blue,Non-activewear,Conversational,13.00,9/9,ss25,"Seven short sleeve baby bodysuits with envelope shoulders and snaps
Bodysuits and Tanks Sleeve Length: Short sleeve
Closure: Snap
Print: Print","Do not bleach
Do not dry clean
Do not tumble dry
Iron on the reverse
Max temperature 85F/30C
Wash before first use
Wash similar colors together
Warm iron
Wash inside out.; Do not dry-clean; Maximum temperature 86F/30C
Do not dry-clean
Cool iron
Wash dark colors separately
Reshape whilst damp
Wash in mesh bag.; Wash before first use; Wash similar colors together; Warm Iron; Tumble dry at lower temperature setting; Wash Inside Out
: 100% Cotton Fire
Safety: WARNING! Keep away from","10lbs, 18-24M, 0-3M, 9-12M, 12-18M, 7.5lbs, 3-6M, 6-9M, 24-36M",
Primark - non-transactional site (US),Primark,Value,Girls,All in ones,,"Short Sleeve, 7-Pack, Apparel, Sleeves, Fabrication, Multi-Packs",Brown,Taupe,Non-activewear,Plain,13.00,9/9,ss25,"Short sleeve baby bodysuits with envelope shoulders and snap closures
Bodysuits and Tanks Sleeve Length: Short sleeve
Closure: Snap
Print: Printed","Do not bleach
Do not dry clean
Do not tumble dry
Iron on the reverse
Max temperature 85F/30C
Wash before first use
Wash similar colors together
Warm iron
Wash inside out.; Do not dry-clean; Maximum Temperature 40*C; Wash before first use; Wash similar colors together; Wash Inside Out; Tumble dry at lower temperature setting; Warm Iron
: 100% Cotton Fire
Safety: WARNING! Keep away from","0-3M, 7.5lbs, 24-36M, 12-18M, 6-9M, 3-6M, 18-24M, 9-12M, 10lbs",
Primark - non-transactional site (US),Primark,Value,Boys,Bottoms,Sweatpants,"Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Neutral,Stone,Non-activewear,Conversational,5.00,7/7,ss25,"Everyday essentials: soft, stretch waist cotton blend joggers
Pants and Leggings Closure: Drawstring
Print: Print","Cool iron
Do not bleach
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Wash in mesh bag.; Do not bleach
Iron on the reverse
Max temperature 85F/30C
Wash before first use
Warm iron
Wash inside out.; Do not dry-clean; Do not tumble dry
Do not dry-clean
Wash in mesh bag
Wash inside out
Iron on the reverse.; Maximum Temperature 40*C; Wash before first use; Wash similar colors together
: 60% Cotton 40% Polyester Fire
Safety: WARNING! Keep away from","6-9M, 3-6M, 24-36M, 12-18M, 9-12M, 18-24M, 0-3M",
Primark - non-transactional site (US),Primark,Value,Boys,Outerwear,"Jackets > Trucker, Jackets","Hooded, Outerwear, Apparel, Sleeves, Fabrication, Denim, Multi-Packs",Blue,Blue,Non-activewear,Plain,12.00,7/7,ss25,"This cute denim jacket features snaps and pocket stitching
Coats and Jackets Sleeve Length: Full Length
Closure: Snap No hood
Print: Solid Color","Cool iron
Do not bleach
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Wash in mesh bag.; Do not bleach
Wash before first use
Max temperature 85F/30C
Reshape whilst damp.; Do not dry-clean; Do not tumble dry
Do not dry-clean
Wash in mesh bag
Wash inside out
Iron on the reverse.; Maximum Temperature 40*C; Wash before first use; Wash similar colors together; Hang to dry on clothes hanger; Iron on the reverse; Avoid contact with light colors as color may transfer
: 100% Cotton Fire
Safety: WARNING! Keep away from","6-9M, 24-36M, 9-12M, 3-6M, 0-3M, 12-18M, 18-24M",
Primark - non-transactional site (US),Primark,Value,Unisex adults,Accessories,"Hair Accessories, Hair Accessories > Other Hair Accessories","2-Pack, Fabrication",Blue,Blue,Non-activewear,Conversational,5.00,1/1,ss25,Newborn bibs with a wipeable finish and cute vehicle illustrations,"Do not bleach
Do not dry clean
Do not tumble dry
Wash before first use
Wash similar colors together
Max temperature 85F/30C
Cool iron
Reshape whilst damp.; Do not dry-clean; Do not tumble dry
Do not dry-clean
Wash in mesh bag
Wash inside out
Iron on the reverse.; Maximum Temperature 40*C; Wash before first use; Wash similar colors together
Nursing and First Foods : 100% Polyester Fire
Safety: WARNING! Keep away from",One Size,
Primark - non-transactional site (US),Primark,Value,Unisex adults,Tops,T-Shirts,"Round Neck, Long Sleeve, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Neutral,Ivory,Non-activewear,Conversational,5.00,1/1,ss25,A round neck smock with long sleeves and adorable hot air balloon print,"Wipe clean
Do not wash Do not bleach
Do not tumble dry
Do not wring or twist
Do not dry clean.
Nursing and First Foods : 100% Polyurethane - Plastic Sheet Fire
Safety: WARNING! Keep away from",One Size,
Primark - non-transactional site (US),Primark,Value,Girls,Footwear,Slippers,"Flat, Fabrication, Footwear",Grey,Gray heather,Non-activewear,Product has no pattern data,5.00,5/5,ss25,"Cute newborn slipper boots with Hello World lettering
Slippers Closure: None
Print: Print Fire",Safety: WARNING! Keep away from,"12-18M, 6-9M, 3-6M, 9-12M, 0-3M",
Primark - non-transactional site (US),Primark,Value,Boys,Tops,T-Shirts,"Short Sleeve, Apparel, Fits, Sleeves, Fabrication, Tops, Round Neck, Multi-Packs",Blue,Blue,Non-activewear,Graphics,4.00,7/7,ss25,"A cute crew neck tee starring Stitch
s Stitch Character: Disney's Stitch
Neckline: Round Sleeve
Length: Short sleeve
Print: Print","Cool Iron; Do not bleach; Do not dry-clean; Do not tumble dry; Maximum Temperature 104*F; Wash before first use
Max temperature 100F/40C
Do not bleach
Do not dry clean
Wash similar colors together
Do not tumble dry
Wash inside out
Cool iron
Do not iron trim.; Wash similar colors together
: 100% Cotton Fire
Safety: WARNING! Keep away from","12-18M, 24-36M, 18-24M, 6-9M, 9-12M, 0-3M, 3-6M",
Primark - non-transactional site (US),Primark,Value,Unisex adults,Accessories,"Hats > Other Hats, Hats","2-Pack, Fabrication",Pink,Pink,Non-activewear,Conversational,5.00,1/1,ss25,These newborn strawberry bibs are a feeding essential,"Do not bleach
Do not dry clean
Do not tumble dry
Wash before first use
Wash similar colors together
Max temperature 85F/30C
Cool iron
Reshape whilst damp.; Do not dry-clean; Do not tumble dry
Do not dry-clean
Wash in mesh bag
Wash inside out
Iron on the reverse.; Maximum Temperature 40*C; Wash before first use; Wash similar colors together
Nursing and First Foods : 100% Polyester Fire
Safety: WARNING! Keep away from",One Size,
Primark - non-transactional site (US),Primark,Value,Men,Footwear,"Shoes, Shoes > Loafer","Flat, Fabrication, Footwear",Black,Charcoal,Non-activewear,Product has no pattern data,35.00,7/7,ss25,"Low-profile loafers in suede with a contrast outsole
Loafers and Lace Ups Kem Kem Closure: None
Print: Solid Color","Avoid contact with light colors as color may transfer
: UPPER - Suede INNER - Synthetic SOLE","8, 13, 12, 9, 7, 10, 11",
Primark - non-transactional site (US),Primark,Value,Men,Bottoms,"Trousers, Trousers > Cargo","Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Black,Black,Non-activewear,Plain,26.00,6/6,ss25,"Classic cargos with a drawstring waist and utility pockets
Pants Fit: Regular Model
Size: M
Closure: Drawstring
Print: Solid Color","Do not bleach; Do not dry-clean; Wash similar colors together; Maximum Temperature 30*C; Tumble dry at lower temperature setting; Warm Iron
: 97% Cotton 3%","XXL, L, M, XL, S, XS",
Primark - non-transactional site (US),Primark,Value,Boys,Footwear,"Trainers/Sneakers > High Top, Trainers/Sneakers","High Top, Flat, Fabrication, Footwear",Multicolour,Multi,Lifestyle,Product has no pattern data,22.00,11/11,ss25,"Light-up sneakers with a cool Spidey design
Sneakers Disney Marvel Character: Spider-Man
Closure: Velcro",,"1, 12, 11, 2, 3, 7, 10, 9, 13, 6, 8",
Primark - non-transactional site (US),Primark,Value,Women,Bottoms,Leggings,"Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Black,Black,Non-activewear,Plain,11.00,6/6,ss25,"All your workouts will be seamless with these gym leggings
Pants and Leggings Fit: Regular
Length: Full Length Model
Size: S
Closure: None
Print: Solid Color","Maximum temperature 86F/30C
Do not dry-clean
Do not bleach
Do not tumble dry
Cool iron
Wash dark colors separately
Reshape whilst damp
Wash in mesh bag.; Do not dry-clean; Do not tumble dry
Max temperature 85F/30C
Wash similar colors together
Wash in mesh bag
Wash inside out
Iron on the reverse.; Do not bleach
Do not dry clean
Wash before first use
Reshape whilst damp.; Do not Iron; Wash similar colors together
: 96% Polyester 4%","M, S, L, XXS, XL, XS",
Primark - non-transactional site (US),Primark,Value,Girls,Tops,T-Shirts,"Short Sleeve, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Neutral,Ivory,Non-activewear,Graphics,4.00,7/7,ss25,"A classic tee with a cute Bambi print
Shirts Disney Bambi Character: Bambi
Neckline: Round Sleeve
Length: Short sleeve
Print: Print","Cool Iron; Do not bleach; Do not dry-clean; Do not tumble dry; Maximum Temperature 104*F; Wash before first use
Max temperature 100F/40C
Do not bleach
Do not dry clean
Wash similar colors together
Do not tumble dry
Wash inside out
Cool iron
Do not iron trim.; Wash similar colors together
: 100% Cotton Fire
Safety: WARNING! Keep away from","3-6M, 12-18M, 24-36M, 6-9M, 0-3M, 9-12M, 18-24M",
Primark - non-transactional site (US),Primark,Value,Girls,Tops,Hoodies,"Apparel, Fits, Sleeves, Fabrication, Tops, Round Neck, Multi-Packs",Black,Black,Non-activewear,Graphics,12.00,8/8,ss25,"A black sweatshirt featuring a statement Wednesday design
Hoodies and Sweatshirts Netflix Character: Wednesday
Neckline: Crew Sleeve
Length: Full Length Model
Size: 9/10Yrs No hood
Print: Print","Maximum Temperature 104*F; Do not bleach
Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Do not dry clean
Do not bleach
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not tumble dry
Wash in a mesh bag
Iron on the reverse.; Wash similar colors together
: 60% Cotton 40% Polyester Fire
Safety: WARNING! Keep away from","13-14Y, 11-12Y, 12-13Y, 14-15Y, 10-11Y, 9-10Y, 8-9Y, 7-8Y",
Primark - non-transactional site (US),Primark,Value,Girls,Accessories,"Hats > Caps, Hats",Fabrication,Pink,Pink,Non-activewear,Graphics,8.00,4/4,ss25,"A Sanrio character cap with an adjustable back closure
Gloves and Scarves TV Hello Kitty Character: Hello Kitty, Kuromi","Do not wash
Do not bleach
Do not tumble dry
Do not iron
Do not dry clean
Spot clean.; Do not bleach
Cool iron
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Do not dry clean
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not Iron; Do not tumble dry
Wash in a mesh bag
Iron on the reverse.
BODY: 100% Polyester
UPPER: 100% Polyester
BOTTOM: 100% Polyester Fire
Safety: WARNING! Keep away from","10+Y, 4-7Y, 7-10Y, 2-4Y",
Primark - non-transactional site (US),Primark,Value,Boys,Bottoms,"Jeans, Jeans > Other Jeans","Apparel, Fabrication, Lengths, Denim, Multi-Packs, Bottoms",Neutral,Ivory,Non-activewear,Plain,9.00,6/6,ss25,"Denim jogger jeans with a drawstring waist and stretch cuffs
Jeans Closure: Drawstring
Print: Solid Color","Cool iron
Do not bleach
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Wash in mesh bag.; Do not bleach
Wash before first use
Max temperature 85F/30C
Reshape whilst damp.; Do not dry-clean; Do not tumble dry
Do not dry-clean
Wash in mesh bag
Wash inside out
Iron on the reverse.; Maximum temperature 86F/30C
Wash dark colors separately
Reshape whilst damp
Wash in mesh bag.; Line dry
Max temperature 100F/40C
Warm iron
Iron on the reverse.; Reshape while damp; Wash before first use; Wash similar colors together; Wash Inside Out; Avoid contact with light colors as color may transfer
: 77% Cotton 22% Polyester 1% Elastane Fire
Safety: WARNING! Keep away from","6-7Y, 5-6Y, 2-3Y, 3-4Y, 1.5-2Y, 4-5Y",
Primark - non-transactional site (US),Primark,Value,Men,Hosiery,"Socks, Socks > Other Socks","3-Pack, Apparel, Fabrication, Multi-Packs",Black,Black,Lifestyle,Plain,10.00,2/2,ss25,"Three pairs of socks with the Kappa logo
Socks Brands Kappa Print: Logo","Do not bleach
Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Do not dry clean
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not tumble dry
Wash in a mesh bag
Iron on the reverse.; Maximum Temperature 104*F; Wash similar colors together; Do not Iron
: 63% Cotton 30% Polyester 4% Elastodiene 2% Nylon 1%","7-9, 10-13",
Primark - non-transactional site (US),Primark,Value,Men,Hosiery,"Socks, Socks > Other Socks","3-Pack, Apparel, Fabrication, Multi-Packs",White,White,Lifestyle,Plain,10.00,2/2,ss25,"Three pairs of socks with the Kappa logo
Socks Brands Kappa Print: Logo","Do not bleach
Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Do not dry clean
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not tumble dry
Wash in a mesh bag
Iron on the reverse.; Maximum Temperature 104*F; Wash similar colors together; Do not Iron
: 63% Cotton 30% Polyester 4% Elastodiene 2% Nylon 1%","10-13, 7-9",
Primark - non-transactional site (US),Primark,Value,Girls,Tops,Sweatshirts ,"Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Neutral,Ivory,Non-activewear,Conversational,5.00,7/7,ss25,"A classic sweatshirt with stretch trim
Sweaters and Cardigans Neckline: Round Sleeve
Length: Full Length No hood
Print: Print","Cool iron
Do not bleach
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Do not bleach
Do not wring or twist.; Do not dry clean
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not tumble dry
Wash in a mesh bag
Iron on the reverse.; Maximum Temperature 104*F; Wash before first use
Max temperature 100F/40C
Do not iron trim.; Wash similar colors together
: 60% Cotton 40% Polyester Fire
Safety: WARNING! Keep away from","18-24M, 9-12M, 0-3M, 3-6M, 6-9M, 12-18M, 24-36M",
Primark - non-transactional site (US),Primark,Value,Unisex kids,All in ones,,"3-Pack, Apparel, Sleeves, Fabrication, Multi-Packs",Blue,Blue,Non-activewear,Conversational,14.00,5/5,ss25,"Keep 'em cozy in these cute Mickey Mouse sleepers
Minnie and Friends Character: Mickey Mouse, Donald Duck, Pluto Sleeve
Length: Full Length
Print: Print","Do not bleach
Do not dry clean
Do not tumble dry
Wash before first use
Wash similar colors together
Max temperature 85F/30C
Wash in mesh bag
Reshape while damp
Warm iron
Color may transfer: avoid contact with light colors.; Do not dry-clean; Iron on the reverse; Wash before first use; Wash similar colors together; Wash Inside Out; Maximum Temperature 40*C; Tumble dry at lower temperature setting; Warm Iron; Wash dark colors separately
Tumble dry low
Cool iron.
: 100% Cotton Fire
Safety: WARNING! Keep away from","3-6M, 10lbs, 0-3M, 7.5lbs, 5lbs",
Primark - non-transactional site (US),Primark,Value,Men,Accessories,"Hats > Caps, Hats",Fabrication,Black,Black,Non-activewear,Graphics,7.00,1/1,ss25,"A classic baseball cap with capitalized FP embroidery
Gloves and Scarves Print: Embroidered","Do not bleach
Do not dry clean
Do not tumble dry
Wash similar colors together
Wash inside out
Iron on the reverse
Max temperature 85°F/30°C
Rinse before washing.; Do not dry clean
Cool iron
Max temperature 100°F/40°C
Do not iron magnets
Avoid contact with light colors: color may transfer.; Do not tumble dry
Reshape while damp
Rinse before washing.; Spot clean
: 100% Polyester Fire
Safety: WARNING! Keep away from",One Size,
Primark - non-transactional site (US),Primark,Value,Girls,Hosiery,"Socks, Socks > Other Socks","5-Pack, Apparel, Fabrication, Multi-Packs",Navy,Navy,Non-activewear,Stripes,5.00,4/4,ss25,"French-themed quarter crew socks with hearts and stripes
Socks Print: Printed","Do not bleach
Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Do not dry clean
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not Iron; Do not tumble dry
Wash in a mesh bag
Iron on the reverse.; Maximum Temperature 104*F; Wash similar colors together; Wash before first use
Max temperature 100F/40C
Do not iron trim.
: 70% Cotton 27% Polyester 2% Elastane 1% Metalized Yarn Fire
Safety: WARNING! Keep away from","6-8.5 Jnr, 12.5 Jnr - 3.5, 4-6.5, 9-12 Jnr",
Primark - non-transactional site (US),Primark,Value,Girls,Bottoms,"Shorts, Shorts > Other Shorts","Mid Rise, Apparel, Fabrication, Lengths, Denim, Multi-Packs, Bottoms",Pink,Pink,Non-activewear,Graphics,8.00,7/7,ss25,"Mid-rise, snap close denim shorts with frayed hems and pockets
Shorts Length: Short Model
Size: 3/4Yrs
Closure: Snap
Print: Solid Color","Max temperature 85F/30C
Cool iron
Do not bleach
Do not dry clean
Do not tumble dry
Wash similar colors together
Wash inside out
Do not wring or twist.; Do not bleach
Iron on the reverse
Max temperature 85°F/30°C
Rinse before washing.; Do not dry clean
Max temperature 100°F/40°C
Do not iron magnets
Avoid contact with light colors: color may transfer.; Do not tumble dry
Reshape while damp
Rinse before washing.; Wash before first use
Max temperature 100F/40C
Do not iron trim.; Wash similar colors together; Max temperature 85F/30C
Wash separately
Wash in a mesh bag; Wash Inside Out; Avoid contact with light colors as color may transfer; Line dry
Warm iron
Wash before first use
Wash dark colors separately
Iron on the reverse.; Iron on the reverse
: 98% Cotton 2% Elastane Fire
Safety: WARNING! Keep away from","6-7Y, 3-4Y, 7-8Y, 2-3Y, 5-6Y, 4-5Y, 1.5-2Y",
Primark - non-transactional site (US),Primark,Value,Girls,Bottoms,"Shorts, Shorts > Other Shorts","Mid Rise, Apparel, Fabrication, Lengths, Denim, Multi-Packs, Bottoms",Purple,Lilac,Non-activewear,Plain,8.00,6/6,ss25,"Mid-rise, snap close denim shorts with frayed hems and pockets
Shorts Length: Short Model
Size: 3/4Yrs
Closure: Snap
Print: Solid Color","Max temperature 85F/30C
Cool iron
Do not bleach
Do not dry clean
Do not tumble dry
Wash similar colors together
Wash inside out
Do not wring or twist.; Do not bleach
Iron on the reverse
Max temperature 85°F/30°C
Rinse before washing.; Do not dry clean
Max temperature 100°F/40°C
Do not iron magnets
Avoid contact with light colors: color may transfer.; Do not tumble dry
Reshape while damp
Rinse before washing.; Wash before first use
Max temperature 100F/40C
Do not iron trim.; Wash similar colors together; Max temperature 85F/30C
Wash separately
Wash in a mesh bag; Wash Inside Out; Avoid contact with light colors as color may transfer; Line dry
Warm iron
Wash before first use
Wash dark colors separately
Iron on the reverse.; Iron on the reverse
: 98% Cotton 2% Elastane Fire
Safety: WARNING! Keep away from","4-5Y, 3-4Y, 6-7Y, 5-6Y, 2-3Y, 1.5-2Y",
Primark - non-transactional site (US),Primark,Value,Unisex adults,Accessories,"Scarves, Scarves > Other Scarves",Fabrication,Blue,Blue,Non-activewear,Abstract,14.00,1/1,ss25,"A cozy, cute fleece throw with an adorable Bluey print
Blankets and Throws TV Bluey Character: Bluey, Bingo
Print: Print
Fabric: Fluffy Fire","Do not bleach
Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Do not dry clean
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Maximum Temperature 104*F; Tumble dry, medium; Wash before first use
Max temperature 100F/40C
Do not iron trim.; Wash similar colors together
: 100% Polyester
Safety: WARNING! Keep away from",One Size,
Primark - non-transactional site (US),Primark,Value,Women,Nightwear,"Pajama Tops, Pajama Tops > Camis/Vests","V Neck, Sleeveless, Apparel, Sleeves, Fabrication, Multi-Packs",Brown,Mocha,Non-activewear,Lace,10.00,7/7,ss25,"A satin PJ cami with a lace trim and adjustable straps
Pajama Tops Neckline: V-Neck Sleeve
Length: Spaghetti strap
Print: Solid Color","Do not bleach
Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Do not dry clean
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not tumble dry
Wash in a mesh bag
Iron on the reverse.; Max temperature 85F/30C
Iron on the reverse
Wash separately
Wash in a mesh bag; Wash similar colors together
: 96% Polyester 4% Elastane Fire
Safety: WARNING! Keep away from","2/4, 14/16, 6/8, 10/12, 0/2, 18/20, 8/10",
Primark - non-transactional site (US),Primark,Value,Women,Nightwear,"Pajama Tops, Pajama Tops > Camis/Vests","V Neck, Sleeveless, Apparel, Sleeves, Fabrication, Multi-Packs",Neutral,Ivory,Non-activewear,Lace,10.00,7/7,ss25,"A satin PJ cami with a lace trim and adjustable straps
Pajama Tops Neckline: V-Neck Sleeve
Length: Spaghetti strap
Print: Solid Color","Do not bleach
Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Do not dry clean
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not tumble dry
Wash in a mesh bag
Iron on the reverse.; Max temperature 85F/30C
Iron on the reverse
Wash separately
Wash in a mesh bag; Wash similar colors together
: 96% Polyester 4% Elastane Fire
Safety: WARNING! Keep away from","0/2, 10/12, 2/4, 18/20, 6/8, 14/16, 8/10",
Primark - non-transactional site (US),Primark,Value,Women,Nightwear,Pajama Sets,"Apparel, Sleeves, Fabrication, Multi-Packs",Brown,Mocha,Non-activewear,Plain,26.00,6/6,ss25,"Sleep soundly (and chicly) in these satin straight leg pants pajamas
Pajama Sets Neckline: Collared Sleeve
Length: Full Length
Length: Full Length Model
Size: S-10/12","Do not bleach
Do not dry-clean
Maximum Temperature 85F/30C
Cool iron
Do not tumble dry
Wash in mesh bag
Wash separately
Wash inside out
Iron on the reverse.; Do not dry-clean; Do not tumble dry
Max temperature 85F/30C
Wash similar colors together
Iron on the reverse.; Maximum temperature 86F/30C
Wash dark colors separately
Reshape whilst damp
Wash in mesh bag.; Wash similar colors together; Wash Inside Out; Reshape while damp; Cool iron
Do not dry clean
Max temperature 100°F/40°C
Wash in mesh bag.; Iron on the reverse
: TOP-96% Polyester, 4% Elastane, BOTTOM-100% Polyester Fire
Safety: WARNING! Keep away from","0/2, 10/12, 2/4, 6/8, 8/10, 14/16",
Primark - non-transactional site (US),Primark,Value,Women,Nightwear,"Pajama Tops, Pajama Tops > Camis/Vests","V Neck, Sleeveless, Apparel, Sleeves, Fabrication, Multi-Packs",Purple,Fig,Non-activewear,Lace,10.00,7/7,ss25,"A satin PJ cami with a lace trim and adjustable straps
Pajama Tops Neckline: V-Neck Sleeve
Length: Spaghetti strap
Print: Solid Color","Do not bleach
Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Do not dry clean
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not tumble dry
Wash in a mesh bag
Iron on the reverse.; Max temperature 85F/30C
Iron on the reverse
Wash separately
Wash in a mesh bag; Wash similar colors together
: 96% Polyester 4% Elastane Fire
Safety: WARNING! Keep away from","18/20, 14/16, 6/8, 8/10, 2/4, 10/12, 0/2",
